Name,Review,Number of Stars
petrebellion,The service was good and the quality of the products I bought were excellent. Just unfortunate the delivery company were terrible 3 days of being messed about and not turning up when they said the y would,5
petrebellion,I have bought a few things from this company and think the products are excellent.  We have two very adventurous spaniels who get very dirty on their off-lead walks.  These products are really durable and wash well and dry quickly! I also have to say their customer service is brilliant. I had the wrong shipping address on my order as I hadn’t updated Apple Pay and their courier attempted to deliver.  As soon as I realised I contacted them and Tommy organised for the order to be re-directed to arrive the following day at no additional cost and was so helpful.  Definitely recommend this company!,5
petrebellion,"Ordering was easy and was kept updated on the delivery which was fast. I've had several products from them, all very good quality. The car seat covers are brilliant. They are fully washable and easy to put in, saving me time and stress cleaning the car. Recently purchased the XL rug. So fluffy and soft. Perfect size for my conservatory, both keeping my floor clean and paws from getting hurt with the hot sun. Definitely recommend!",5
petrebellion,It’s a good company I’ve had goods from them before it’s well made and looks good kept up to date of delivery time and tracking fast delivery Recommended.,5
petrebellion,Firstly great prices but wow...how fast for delivery? Amazing....,5
petrebellion,"Amazing customer care, super speedy delivery and fantastic products.A* in all aspects .",5
petrebellion,"Excellent quality products and very good price, easy to use website . Nothing is too much trouble ,l telephoned for advice spoke to Tom who was very helpful .Delivery very quick .",5
petrebellion,Very easy to order and arrived really quickly. The item itself is brilliant. I was using various throws on the sofa for the dog to lay on but they kept falling off and looking messy but this stays in place. Would definitely recommend,5
petrebellion,Excellent service and product was amazed how quick it arrived.Had to contact via messenger the response was quick and efficient.Will be ordering again very soon,5
petrebellion,"Just ordered the full car carpet set. Excellent product this is going to save us so much cleaning and protect the upholstery, we love it and so do the dogs! Great customer service with quick delivery. Loved the free coronation food mat perfect for our HRH!",5
petrebellion,"Fabulous products, easy to order and quick delivery just brilliant.",5
petrebellion,Great products aa always and fast delivery. x,5
petrebellion,"I've used Pet Rebellion products since my cats were young, about 2013.All the products are well made, durable and stylish.At the time I needed to find mats that were absorbent for my cats and their love of splashing water from their fountains on the living room carpet.The mats also needed to be esthetically pleasing as they had a prominent place.Most cat mats were those rubbish plastic things and so I went on the search for dog mats that weren't covered in bones!That's when I found the dotty placemats in a famous retail store (that rhymes with BK Haxx) and since then I've been hooked on Pet Rebellion items.I'm so happy I've been able to buy direct from Pet Rebellion for the last few years because I've had some of the cut to measure items and larger pieces that you can't buy elsewhere.The muddy paws range has been a hit in our house for not only collecting dirt by the door but we have a large cut to size piece in the hall for the litter trays. It's excellent at holding excess litter until you can vacuum.The Big Softy rugs are so snuggly that they are just as good for human toes as toe beans!I purchased the furniture and arm rest cover recently and it's massive! I bought it for our large leather chair but it's actually nearly the size of the 2 seater sofa!It sits really well on the leather and the sticky back helps keep it in place.It does drag down eventually, but it's no where near as often as the throws we use (and I'm using heavy weighted blankets!)Love love love Pet Rebellion and so do my Ragdolls, don't be fooled by the doggies in the photos, kitties, rabbits and humans will love them too!",5
petrebellion,"I ordered black runner for my kitchen to stop muddy paws from garden. It was lovely, thick with a great pattern. My dog loves sitting on it. Hoovers well and doesn't ride up. Will be ordering more from Pet Rebellion.",5
petrebellion,"we had a problem with the carpet ""STOP MUDDY PAWS BY THE METRE – VICTORIAN TILE"" that was delivered,we should have contact Pet Rebellion before doing a review.but Pet Rebellion contacted us about our review to sort out the order, we sent a couple of photos of the  carpet to show the issues.They emailed back very quickly, about the stock not being in to replace the carpet,and offered to refund the order.10/10 for customer service, so if you have problem with your order get in contact with them.we had ordered previously from them without any problems",4
petrebellion,"I ordered the car seat carpet when I saw there was a special deal. Ordering was easy, the delivery was quick & efficient. When the product came it was excellent quality & more importantly did what efficiently what it advertised. So happy with the car seat carpet, I ordered the rest of the set. Have already recommended to family",5
petrebellion,Great Service.  Ordered on line but had a query.  On phoning got a quick and useful response.     They rang back to confirm my order.  Fast delivery.  Nice products.,5
petrebellion,I saw this rug advertised. Then thought this looks good. Its arrived and its really plush. Its finished well. I am really pleased with it.,5
petrebellion,5* service. Easy to place order and very quick delivery. Fantastic products that wash very well.,5
petrebellion,Great website which is easy to use & order from. The products range is good & the ordering very easy. The products are very good quality & all the deliveries I've received have been fast.Customer services were fast at resolving a problem I had as my phone had a glitch.,5
petrebellion,The rugs and mats are made of durable materials and come in a variety of sizes and colors to suit different needs and preferences but I'm not quite sure if the price tag is justified.,3
petrebellion,"The sofa covers are great and still look nice, I also bought the arm covers which are perfect for my boxer who loves to rest her head on the arm, they have washed well and dry quickly",5
petrebellion,No review text found,5
petrebellion,"I was hoping to find some more unique pet products that I couldn't find at other stores, but I didn't really come across anything that stood out to me. But I still think that Pet Rebellion is worth checking out.",3
petrebellion,First heard about the company at a local dog show. They have some nice products on the website and are good quality.I had an issue with a cover I purchased about 6 months ago. Spoke to Tommy via email and he sent another one out free of charge with no need to send the original one back.,5
petrebellion,Brilliant service. I bought the cut to size rugs and they are fabulous. They don't slide across the floor and they are easy to clean. I would definitely recommend these to other people.,5
petrebellion,"great dinner mat for Ollie Dog.  He drinks and then walks away leaving a trail of water around the kitchen - but no more, this mat catches all drops.",5
petrebellion,"I have received my order,thank you",4
petrebellion,"Ordered three items, a cost rug a cut to size Victorian tile rug and a flat dog bed on the 1st April and these were delivered on the 6th by DX . Received notification on the day of the time slot and they arrived during this time. Products are fit for purpose and the flat dog bed got my dog’s approval straight away. I would order again and recommend to others. I did look at the seat cover but unfortunately would not fit on my L shaped sofa on the part I wanted to use it for, could you maybe do a make a different size as the 100cm was too wide. I have 4 dogs so would be iseful",5
petrebellion,"Second purchase. Had an issue this time, excellent customer service.",4
petrebellion,As always Pet Rebellion gave 5 star service. The rugs I ordered were delivered in no time and I am very pleased with the. Thank you,5
petrebellion,My second purchase fro Pet Rebellion and on both occasions the items were very good quality and were delivered VERY quicklyCertainly recommend,5
petrebellion,"Lovely good quality mats for my car with super fast delivery, thanks.  I had something missing from my last order, emailed and it arrived within days.  Customer service is outstanding. The covers for my leather sofa ordered previously wash up lovely and are a god send after using throws which just kept falling on the floor. Wish I had found them earlier !",5
petrebellion,"I have bought 3 car seat carpets now and they are excellent.  They look and work so much better than a blanket to protect the seat from the dogs.  The back of the seat is also protected, which it wasn’t with a blanket.  Fast service too!",5
petrebellion,"Order made on Sunday evening, arrived on Tuesday at time stated by delivery company.  The comfy seat cover is good quality and our dog gave her immediate seal of approval by sleeping on it for hours. It is a similar material to her calming bed. Received a free mini mate feeding mat which is lovely. I would be very happy to order from this company again.",5
petrebellion,"This was the first time I've bought Pet Rebellion mats direct from the company, having done so previously from pet shops. I found ordering very easy and dispatch was prompt with delivery updates. The mats are great quality, long- lasting and good value for money. They were bought to replace their 10 yr old+ predecessors.The free mini mat was a very useful addition.",5
petrebellion,Very quick and product as what says. Had to wash item within 24hr or receiving and washed in the washing machine. Fantastic idea. This is a game changer. After buying carpet mats for years for my dogs to destroy within the 24hr period this has lasted a week and still going stronge.,5
petrebellion,I cannot recommend Pet Rebellion enough. I received a mat that had a slight fault in it and when I contacted them they said they'd send a replacement out.This was yesterday morning and we took delivery of the new one this afternoon.Thank you so much.I'll certainly use you again.Karen Alder,5
petrebellion,No review text found,5
petrebellion,"Fast delivery, great products.",5
petrebellion,Bought 2 sofa blankets. Brilliant quality and delivered within 2 days.Can highly recommend,5
petrebellion,"Speedy delivery and great pet placemat. It looks cool and does exactly what we wanted - doesn't slide around on the floor and the food (mostly!), stays on it. Our Siamese is the messiest eater ever! He has a wide splatter range. This is the most effective mat we've ever had to reduce food splatter and floor mess.",5
petrebellion,"I ordered two Comfy covers for my couch.  Arrived within 48 hours.  The covers were exactly how it was described.  Really good quality, so I've ordered a third one for my chair.",5
petrebellion,"Very pleased with the quality of products recently purchased…sofa covers, muddy paws rug and car mats. Also, very efficient service / prompt delivery.",5
petrebellion,Speedy delivery and great communication and even got a mat for my dog bowls. I will definitely be purchasing again. Great quality products,5
petrebellion,"Great products, quick delivery",4
petrebellion,"Great products with excellent customer service. Purchased such a comfy looking dog bed, very well made & outdoor mat.  Very happy with both.More recently bought food mats & boot protectors. Really good quality & look well matched in my new home.Although DX messed up the delivery, I was treated respectfully by Tommy & He didn't give up until my order was tracked & delivered. Thank you 👍",5
petrebellion,"Excellent quality mats and as described.  My dogs love them too have been going and lying and sitting on them!  Fast, efficient delivery with plenty of updates on delivery. Love the free place mat too has come in very handy for the water bowl we keep in living room!",5
petrebellion,"Prompt delivery, great product. We already had one set got another for second car",5
petrebellion,Products are fantastic and company great….. but the delivery is awful. 2 orders placed now and you cannot let them know that a business address and open hours…. So they leave with a neighbour which is fine if it’s next door but 2 roads away now both times is not good. DX is a joke.,4
petrebellion,"We ordered the large mat for putting the water bowl and food bowls on. Excellent  service, arrived on time, with updates throughout. The product is lovely, just what we wanted and really nice design. Thank you for our little extra free gift too!",5
petrebellion,"The sofa protector I bought was actually pretty nice quality, both me and my puppy were pleasantly surprised with it! I do recommend.",5
petrebellion,"We've got a couple of sofa covers now. The dog loves them and they wash so easily. The car seat covers are brilliant, never slip. Great communication when one product was on pre order, packaged well and delivered really quickly. Would definitely recommend.",5
petrebellion,"Had the sofa protector before but pup chewed a hole in it, this was a replacement so I knew I was getting a quality product.Unfortunately DX the couriers are rubbish, never on time and sometimes a whole day late.",5
petrebellion,"Easy ordering.what let this site down was the delivery.Given a 2hr time slot 14.02-16.02+ when the item had not been delivered quite some time later Went on live chat person who I spoke to said running late will definitely be delivered.When I looked on the very minimal tracking at 18 .12 my item had still not left the delivery depot!!.I Was Cross+ booked for next day delivery .Item arrived next day.Apparently the courier had far too many packages that day so was never going to get mine to me.Was not going to order again but the item I received was very good,made another order if I have same problem will not order from pet rebellion again if still using same courier.",4
petrebellion,The carpets are very good wash up nice as well,5
petrebellion,"Second sofa cover, love them although as my sofa is leather I find it doesn’t stay in place over the back so I have it over the seats. Lovely and soft and very warm.",5
petrebellion,Sofa and arm protectors arrived quickly as arm protectors were pre ordered. Dogs have jumped straight on the sofa and haven’t budged yet.,5
petrebellion,Great defender boot mat does the job intended :)Despatched quickly however DX failed to deliver on the day given.,4
petrebellion,Good quality products with good choices and good delivery.,5
petrebellion,Delighted with the two personalised absorbent feeding mats and the door mat which has provided a first line of defence against mud coming into the house.,5
petrebellion,"Every product I have received from pet rebellion has been of the highest quality I couldn't recommend them enough, I brought 3 sofa protectors as well as the arm protector also they are brilliant don't slip like others on the market.I've also got 3 car seat protector carpets one of which was free,perfect for 2 dirty spanials,",5
petrebellion,I bought two to replace a double duvet covering my sofa.  So pleased I did.  It looks great and both Jazz and I love them.,5
petrebellion,Absolutely great service from start to finish.I ordered my products just before 3pm and they arrived just over 24 hours later.If your needing something rather quick then this company does what they say on their site.Fast & Efficient service and I won’t hesitate to use them again,5
petrebellion,Quality Products without the extortionate prices. Quick order turnaround. I would certainly recommend this company. You won’t be disappointed.,5
petrebellion,"I bought a sofa cover for my dog and she loved it. Unfortunately when I washed it, it didn’t look as nice so contacted Tommy in customer service. He was brilliant and sent me a replacement cover the same day. Excellent product and customer service!!",5
petrebellion,"Excellent product and brilliant customer service.Ordered two sofa protectors which arrived the next day.Top quality, hard wearing, and wash really well.",5
petrebellion,Very happy with my purchase of a muddy paws mat. Very prompt delivery too.,5
petrebellion,"Great service and prompt delivery. Not my first nor my last purchase from this company. The products are durable, decorative and easy to clean.",5
petrebellion,"Absolutely brilliant product and customer service. I have muddy springer spaniels, I drive in muddy wellies then regularly am a carer for my mum and need to take  her to hospital appointments. These mats catch all the mud, water and hairs. I can take them off to reveal immaculate car underneath for mum sit on feeling clean. I’ve washed the mats and they go from looking trashed to new and dry really quickly. All customer support has been instant and awesome (I wanted to buy an itentical third )Don’t hesitate they stop your car getting trashed and de valued",5
petrebellion,"Arrived quickly, good quality.",5
petrebellion,Ordered a sofa cover and 2 armchair covers speady delivery and pleased with quality I have only one small issue they are not that great on leather sofas as they do slide,4
petrebellion,Easy ordering fast delivery good communication,5
petrebellion,"Excellent product , our dog loves it , we love the protection it gives the sofaService was very quickTotally recommend this company and product",5
petrebellion,"Good quality items, dispatched *very* quickly.  Pet Rebellion is very fast to respond to e-mails and very keen to ensure their customers are completely satisfied with their goods.  Overall excellent service and highly recommended.",5
petrebellion,"I have had several items from Pet Rebellion over the last few months, the most recent being 3 food mats one of which was a Loyalty gift. All items are of excellent quality and arrived in very good time. I am most impressed with this company their Customer Service is second to none and I highly reccomend them",5
petrebellion,I would strongly recommend this for any dog or sofa. The quality is great and looks the part too. Easily throws over the sofa and doesn’t just slide off when the dog jumps on it stays in place nicely. Delivery was in a day or two. 5 stars all round.,5
petrebellion,Ordered a sofa cover had a few problems with the courier’s no fault of the company my two dogs absolutely love them great quality and value for money they were sent out quickly. Customer services replied to email fast will definitely order again,5
petrebellion,"Ordered a set of muddy paws runners to stop our pup slipping in the floor, and they are just the job.Placed my order on Tuesday mid afternoon and it was with me at 9 Am next day!  Very quick, no hassle and a good product.  Very happy, thanks",5
petrebellion,"Ordered two sofa covers which were out of stock, however; they were delivered quickly. Quality product very pleased, l will definitely order from PR again.Excellent service all round, well done.",5
petrebellion,"I ordered 2 armchairs protectors in grey. The order was delivered very fast . I am absolutely thrilled with them and now ordered another two. I have been looking everywhere for something like this, so glad I found this site. I would definitely recommend them .Thank you.",5
petrebellion,Second time I have used them dispatched item same day and its brilliant no muddy paws on my wooden floor .I will be looking for the car next .,5
petrebellion,Very easy to order had four purchases up to now very fast and efficient great company really pleased with the quality of my ordersWill be ordering again wry soon,5
petrebellion,"Very pleased with this product. Attractive, appears good quality and very speedy delivery.",5
petrebellion,"Although the item we wanted was out of stock, the website clearly indicated an expected arrival date for new stock, and it was duly dispatched on that day (Friday).  It arrived today (Monday), well wrapped and the courier was polite and friendly.This is the second order from Pet Rebellion - always good service.",5
petrebellion,Brilliant product!  Protects bumper which has always been a concern but also absorbs muddy paws!!,5
petrebellion,"Great item, great service and superfast next day delivery, very impressed! The rug is exactly what l needed and the design very modern, l’m pretty likely to buy another soon!",5
petrebellion,No review text found,5
petrebellion,Brilliant service!! Bought the mat on the roll 2metres and it fits perfectly hopefully it will stop the muddy paw prints 🐾. Item arrives within 2-3days,5
petrebellion,"Okay, so I had an issue with my order - a misunderstanding if you will - and I fired off an email to complain and didn’t really expect a response. How wrong I was! Almost immediately a lovely chap called Tommy replied and offered to resolve the issue as swiftly as he could. And he did! The most impressive customer service you could imagine. I feel almost as though I have not only purchased an excellent product but gained a new friend as well! Thank you Tommy! And thank you Pet Rebellion. Outstanding service. Thoroughly recommended.",5
petrebellion,Love the Mini Mate food mats! Really good quality and they wash well. Great price and fast delivery. Will purchase again.,5
petrebellion,"Comfy sofa cover in stone - not fantastic quality, strange smell and feels like nylon but actually polyester. Looks as in picture but feels cheap, returned and refunded in full including delivery cost so good customer service",3
petrebellion,"Really reasonable pricing, great customer service. The cover for sofa is really good non slip and nice size",5
petrebellion,Excellent quality and the dogs love lying on the covers. Quick delivery. Will be buying another sofa cover soon. Thank you,5
petrebellion,I have a number of Pet Rebellion's products; the sofa and car seats protectors. I find them excellent products!!!,5
petrebellion,"Ordered many times from this company and I've never had any issues with delivery or quality of the products.I struggled trying to complete my order on-line but was assisted by ""Tommy"" who kept in touch throughout the process. This was during the festive holidays and even though the company was closed, Tommy kept in touch to ensure my order had been received.That's what you call customer service.",5
petrebellion,"I bought a country walk dog runner last week for my hallway after reading reviews and it seeming a good idea instead of having towels on the floor.  I love the design, and am no longer embarrassed opening the front door to visitors! My only comment is that as it is impossible to get the crease out where it was folded in the packaging, however I have been assured by Pet Rebellion that they are reviewing their packaging this year.",4
petrebellion,Products from pet rebellion are of great quality and good value.  Had an issue with the long runner lifting at the edges and catching under the door.  It does a great job of catching muck - just not great if your door has little clearance underneath.  Contacted customer service and was immediately offered a refund.  Would highly recommend this company not just for its product quality but also for its excellent customer service which is so lacking today with many on line retailers.,5
petrebellion,Have the grey sofa cover which I use lengthwise on our two and half seater sofa. Works well and washes in normal size washing machine. Good quality and quick delivery. Ordered two arm covers. Could be a tad bigger but put them on so that they stay in place and covers most of the arms. Would recommend.,5
petrebellion,"I had a recommendation from another customer on social media, when asked about reducing muddy paw prints in the home. I have a cocker spaniel & labrador whom have full access to the garden throughout the day.I put this near the back door in the hopes of getting a little off their feet then a normal runner as our kitchen is quite large.As it's grey you can clearly see it's doing its job well! I've washed it & it's come out great,  it's not taken  long to dry either.I'm that impressed I've just ordered 3 meters of the black/paw to cover a larger area & remove my other runner.I will now move this grey to the front hall where we have less foot traffic but it looks so nice  & I know it will do the job.I wish I'd found this sooner, 2 dogs, 7 humans & numerous visitors. I'm really pleased to have something that really does do what it says on the box!Oh excellent service & speedy delivery too",5
petrebellion,Absolutely amazing customer service and product.  First time used this company. Ordered 22.12 received 23.12! Highly recommend and will definitely use again,5
petrebellion,"Didn’t have to wait long for delivery,I was pleasantly surprised how thick the cover was ,I have spent money on other cover before & this one is far superior, it stays put much better than others ,is comfy to sit on , I’m really pleased  so I ordered another one .",5
petrebellion,"FURTHER EDIT: 4 January 2023DHL have finally delivered my order. Pet Rebellion have also been in contact with me so I’m upgrading my score to 4* on that basis. The quality of the products is excellent as always.Original review and previous update below:Order not received. Pet Rebellion use DHL for delivery. DHL customer services are utterly useless/non existent. Have emailed them twice and phoned customer services several times over the past week but you can’t actually speak to a person. There’s not even an option to be put through to a person. Parcel is now a week late, every time I call DHL and go through all the options I eventually get an automated voice message saying my parcel is at the depot and will be ‘loaded on the van for delivery today’ That’s happened for 3 days in a row!  No communication at all from DHL to say parcel is out for delivery. Tracking info still says parcel due to be delivered on Friday 16 December, which it wasn’t. DHL auto message also says to contact sender.I’ve copied in Pet Rebellion on one of my emails to DHL, I’ve also phoned them several times.  Nobody answers, the phone just rings and rings and then cuts me off. If they’ve finished up for Christmas there is no message to advise their customers of the fact.It’s a shame as I have ordered from Pet Rebellion several time before and the goods and service have been excellent. However on this occasion it has been a bad experience. I appreciate that Pet Rebellion are not responsible for DHL’s incompetence, however the fact that I’ve also emailed them and had no reply and they don’t answer the phone is very disappointing.Update:I have since been contacted by Pet Rebellion off the back of this review. They have offered to help where they can. They had not received my previous email (may have been rejected by their server?) and are now closed for Christmas. They have confirmed their website should reflect this closure but I was unable to find anything and have asked them to point me in the right direction. I still think an answer phone message on their contact line confirming ‘closed until X date’ would be really helpful for customers. However, as I think is clear in my review the primary issue is with DHL.",4
petrebellion,The slim seat carpet set we ordered arrived very quickly and covers the back seat of our car perfectly. I had phoned for advice before ordering and it was very helpful. It is very easy to fit and easy to remove and shake out to keep clean. It doesn’t move at all when our dog jumps in or if she changes position. It is brilliant and we wish we had found Pet Rebellion sooner!,5
petrebellion,Excellent product and great customer service. Very pleased with the whole experience. Highly recommended 👍🏻,5
petrebellion,Ordered the sofa cover & arm rest and boot liner. Products came quickly and very impressed with the quality and the look of the products. So impressed ordered another cover & arm rest for the other side of the settee. Great company thank you so much would recommend highly and would have no hesitation in ordering again.,5
petrebellion,Ordered a mat and settee cover. Dog does not like the cover but in fairness it is good quality so not the fault of the product. The mat is yet to be tried.,4
petrebellion,My order has finally arrived - suspect the delay was down to the delivery company. I am very pleased with the items and would have no hesitation in ordering from this company again. Would have been 5* but the delivery company were late.,4
petrebellion,"Bought the couch throws and arm covers for our new leather sofa to protect it from our big fluff ball with claws. I could not recommend them any higher, they're thick, warm and anti-slip. Fantastic quality and great price. They were delivered super fast, overall a great experience with this company and will definitely order from them again",5
petrebellion,Quick and convenient ordering and delivery. Quality products,5
petrebellion,Ordered 2 x pet rebellion sofa covers very pleased with these look great and quality is fantastic. Highly recommend n fast delivery 5*,5
petrebellion,"Gorgeous blanket, great service!",5
petrebellion,Already bought of pet rebellion before.Excellent service no time delay in your deliveryValue for money top rate service would recommend to anyone,5
petrebellion,I have brought many items however felt let down by the sofa cover. Purchased 2 one looked warn in and both looked tired and scruffy after a while. All other items were great and kept their look. Maybe I got unlucky with the sofa covers,4
petrebellion,"I ordered the sofa and arm cover, mat, full set of car back seat covers and a food mat. I am extremely pleased with the quality of all the items. Our puppy loves the sofa cover and snuggles into it.The customer service is exceptional! One item in our parcel was incorrect but was sorted immediately with a lovely personal reply. Replies to emails are almost instant will certainly recommend this company",5
petrebellion,Doggie Hamish loves couch blanket and arm rests x As a dog mum very happy lol,5
petrebellion,I haven’t received yet I can’t really say,4
petrebellion,Good quality products delivered quickly,5
petrebellion,We ordered one of the personalised beds. Delivery was quick and I'm so impressed with the quality and thickness of it. Exactly as shown in the pictures. Our puppy loves it! Will definitely be ordering other things from the site.,5
petrebellion,"We've brought several of Pet Rebellion's products, car seat covers, sofa covers, rugs and cut to length mats. All of them have done exactly what we wanted from them and being washable (we have three geriatric rescue dogs) is a bonus. The delivery is quick and traceable.This is what the online shopping experience should be.",5
petrebellion,Great people great service great products great parrot and cats support team! Thank you all!,5
petrebellion,"I ordered a bed which arrived promptly. The bed is good quality and my puppy Tottie likes it. In the past I’ve ordered food mats and all the items I’ve received are good quality, last well and are delivered promptly.",5
petrebellion,"It is very timid to treat customers, especially meticulous ones like me. And I know how hard it is, this is due to my dog and her allergenicity to almost everything. Found the perfect food for my Petty, on the advice of managers. Delivered quickly, I was pleasantly surprised.",5
petrebellion,I bought the sofa and armrest covers. Am so impressed. They are much better than I imagined. I have ordered another set for another sofa. The dogs are very impressed too.,5
petrebellion,"As soon as I unpackaged the sofa cover Dani leapt aboard sniffed it, licked it and fell asleep.I will be ordering another as soon as payday comes around.",5
petrebellion,"Customer service is incredible! Thank you for answering all my questions, cause I was truly terrified as long as we have our first puppy! Delivery was very fast, definitely come back here soon.",5
petrebellion,"Great customer service! When I placed my order I missed the message on the order page advising the item was currently out of stock, but in a panic with a new puppy arriving and a new sofa a few days later, I gave Pet Rebellion a call and Tommy saved the day by finding the item in the stockroom and getting it out to me by the next day. New puppy loves it, and our new sofa thanks him for it!",5
petrebellion,No review text found,5
petrebellion,Thank you pet rebellion bought sofa cover for my daughter’s dog it is a great success as it covers a leather sofa and does not slip will recommend the cover again and again,5
petrebellion,"The sofas look good and the dogs love them , it's great that they don't slide off the leather.",5
petrebellion,Lovely well made products. A little bit of luxury for your beloved dogs 🐕,5
petrebellion,"Excellent products. Have bought the sofa rug, the boot rug, and 2 (yes 2) car seat protectors. I’m now relegated to the back seat, whilst the dog sits in the front / able to see out and look lovingly at my husband.",5
petrebellion,"Very good experience ordering easy and arrived fast .Good quality items , very pleased.",5
petrebellion,Great customer service! Wrong item sent. Correct item despatched immediately and was with me in 48 hours.  They told me to keep the other item. Thank you to Sales Manager Ben Rogers for the way he sorted everything out so quickly.,5
petrebellion,Easy to use website and orderingPrompt deliveryExcellent customer service and quality of product,5
petrebellion,One for the hall and one for the boot of my car. Great product and very useful with muddy labradors!,5
petrebellion,Easy ordering processFast delivery,5
petrebellion,Items ordered arrived quickly and are great quality,5
petrebellion,Excellent customer service: when my order did not arrive (despite DHL saying they had delivered it) Ben had the order resent and it arrived next day.,5
petrebellion,Great product and service. A small problem with my order was dealt with very quickly and efficiently. Would definitely recommend and will purchase from here again,5
petrebellion,"after buying a settee cover at Discover Dogs, was pleased with that product, so went online to order a 2nd one and found arm covers.The covers stay on the leather settee, which is a miracle, are comfy and the dog likes them. They don't show the dog's hair either.Order arrived quickly.Happy to recommend,",4
petrebellion,No review text found,5
petrebellion,Order several mats as the weather has turned wet again. They are great just what I needed and came so fast. Great service,5
petrebellion,"Carpet made all the difference. Super easy to cut and fit, looks really good. Would definitely recommend. Will be buying from you again.",5
petrebellion,Great product range. I ordered the sofa protector in grey. Really happy with the quality and feel of the protector. Stays in place with my dogs constant up and down from looking out the window. Delivery was super quick. Can highly recommend.,5
petrebellion,I ordered the sports car seat cover when I had a new Audi TT. The delivery was extremely quick and I am delighted with the new cover - so is my dog. Excellent quality - easy to fit and remove for cleaning.,5
petrebellion,"Very pleased so much better than throws , dogs love them.",5
petrebellion,"I ordered the cut to fit mat.It arrived in good time and is a good size.I cut the mat to fit into the door and that was easy to do.I walked the dog and dried him on the mat on our return. He walked into the kitchen and he left wet prints all over the place, not impressed and the mat is not cheap.It doesn’t feel any different from any other rug and does not dry my dogs paws.I was thinking about getting another mat for his food and water but I don’t think I’ll bother now.",3
petrebellion,Great choice and prices and arrived really quickly. Mats look good down and are protecting my floors. They are well made and I will buy more in the future.,5
petrebellion,"Fantastic and quality products. Mats are soft, good quality, great to hoover and wash easy and dont fall all apart after that.I can certainly recommend this company and their products.",5
petrebellion,I bought the sofa cover in grey and I am very pleased with it. It is a generous size and lovely and soft. It arrived very prompt too.I would highly recommend.,5
petrebellion,My gorgeous dog loves loves loves his comfy cover,5
petrebellion,I ordered several products including the sofa cover and the cut to fit mat.Mat was easy to cut and is a good size. I have struggled to find a mat big enough for the area I wanted to put it in.I have turned the sofa cover long ways and it fits the whole width of my 3 seater sofa. I have 2 dogs and one likes to sit on one side of me and the other dog on the other side! It is thick and comfortable but the tufty fabric feels kind of strange like it has a coating on it.Still appears to be good quality and I would recommend so 5 stars.Delivery to NI took a bit longer than I hoped but was pretty quick.,5
petrebellion,"Great products, very quick delivery! I bought the couch covers to save my leather sofa from my dog’s nails and it’s brilliant, doesn’t slip off and he gets a lovely snug bed to lie on.",5
petrebellion,The product was great! Great updates on my order. Ordered one day delivered the next….excellent,5
petrebellion,Really quick delivery and the mats are better than expected!,5
petrebellion,I was looking for back seat covers for our new electric car as our dog goes to the beach every day I needed to keep the seats easy to clean  then I came across pet rebellion I indeed them in yge Monday & they came on the Thursday super quick delivery I'm delighted with them they're fantastic they cover each seat & the seat belts can easily used the velcro goes around the headrest si they fit the seat perfectly & don't slide off,5
petrebellion,"The order is always very quick to arrive by someone friendly. The product looks amazing, although the colour differs slightly from online.",5
petrebellion,I love these rugs from pet rebellion. I have five different ones now. Wash up lovely too. Grip to the laminate floor really well. Good for muddy paws.,5
petrebellion,"Great product, in fact I immediately ordered another. Being the owner of dogs who like nothing better to cuddle on the sofa, throws were a pain to keep in place. This product is very comfy and non slip.Great delivery and I won’t hesitate to buy from here again",5
petrebellion,I love the products from Pet Rebellion . They are well made washable and just what you need with a pup that loves dirt and water ! The rug is great value and works as a bed in the sitting room. The car boot rug with bumper extension is amazing quick to clean and stops and scratches on the car . Highly recommend.,5
petrebellion,Excellent product price and service👍👍👍,5
petrebellion,"Quick delivery of the comfy cover the dogs love it and I do as well it stays in place unlike throws that constantly need attention, helps keep the sofa clean as well.The response to a query  was dealt with immediately.Have also ordered a dog mat as a Xmas gift again fast delivery, and will be loved by the little dachshund of my granddaughter. Highly recommend.",5
petrebellion,"Super quality items at excellent prices.  Friendly, efficient customer services.  Very highly recommended",5
petrebellion,"My husband previously ordered the settee protector & myself the arm covers. Very happy with the items & speed of the delivery, we also had a query which was very quickly dealt with. Highly recommend the items & good customer service.",5
petrebellion,"Pet Rebellion are fantastic! Car seat covers are brilliant for both front and back seats, I definitely recommend them, they certainly keep the inside of my car much more clean.The sofa covers are also marvellous, warm and soft, our 3 westies snuggle up on them and so do we!!!If I have to find fault with goods from Pet Rebellion, it would be the muddy paws runner, it needs to be double the width for my kitchen floor, maybe I should buy another to sit alongside the one we  already have, but would they stay together?!!!Great service, great products, thank you Pet Rebellion, I'm waiting to see what's coming next!!Carol.",5
petrebellion,"I brought the 3 piece rear car set protector , the quality is good but the fitment in my car is very poor, I have a Mercedes GLA and the rear headrests are moulded into the seat backs so the Velcro straps are not long enough to go round and secure the covers, real shame but wont sit in place , i should have checked before purchasing",3
petrebellion,Update 16.19 - I had a call from the company and was dealt with very professionally . I have been offered a full refund and p&p will be covered. Overall good service after my initial issues raised.Very disappointed with a purchase of 2 dog sofa mats. Quite expensive but quality was not particularly good and didn’t not fit well over our sofa. Not happy at all and to top it off p&p not included and to return it costs me again!,4
petrebellion,Have had two orders both high quality and Harris loves having his own carpets he so cosy  on them x,5
